;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;nutrition;;;;;;;vitamins & minerals;;;;;;;;;;;;;;;;;;;;;
;;NDB_No;Descrip;Energy_kcal;Protein_g;Saturated_fats_g;Fat_g;Carb_g;Fiber_g;Sugar_g;Calcium_mg;Iron_mg;Magnesium_mg;Phosphorus_mg;Potassium_mg;Sodium_mg;Zinc_mg;Copper_mcg;Manganese_mg;Selenium_mcg;VitC_mg;Thiamin_mg;Riboflavin_mg;Niacin_mg;VitB6_mg;Folate_mcg;VitB12_mcg;VitA_mcg;VitE_mg;VitD2_mcg;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;9312;rose-apples raw;25;1;0;0;6;0;0;29;0;5;8;123;0;0;0;0;0;22;0;0;1;0;0;0;17;0;0;;
;;11283;onions ckd bld drnd wosalt;44;1;0;0;10;1;5;22;0;11;35;166;3;0;0;0;1;5;0;0;0;0;15;0;0;0.02;0;;
;;5309;chicken cornish game hens meat only raw;116;20;1;3;0;0;0;12;1;21;160;269;68;1;0;0;16;1;0;0;7;0;3;0;22;0.21;0;;
;;18260;english muffins mixed-grain (incl granola);235;9;0;2;46;3;1;196;3;41;81;156;298;1;0;1;26;0;0;0;4;0;35;0;0;0;0;;
;;19254;candies mars snackfood us dove milk choc;546;6;19;32;60;2;55;160;1;0;0;0;63;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
;;36044;on the border mexican rice;195;4;1;5;34;1;1;39;1;15;74;131;677;0;0;0;7;0;0;0;3;0;0;0;3;0.59;0;;
;;43007;babyfood fruit tutti frutti jr;69;0;0;0;16;0;9;14;0;4;28;47;17;0;0;0;0;7;0;0;0;0;3;0;10;0.15;0;;
;;13426;"beef rnd tip rnd rst ln 0"" fat sel ckd rstd";149;27;2;4;0;0;0;6;2;18;177;230;36;5;0;0;34;0;0;0;5;0;9;1;0;0.34;0;;
;;9118;grapefruit raw white florida;32;1;0;0;8;0;0;15;0;9;7;150;0;0;0;0;0;37;0;0;0;0;9;0;0;0;0;;
;;16117;soy flour defatted;327;51;0;1;34;18;16;241;9;290;674;2384;20;2;4;3;2;0;1;0;3;1;305;0;2;0.12;0;;
;;15237;salmon atlantic farmed ckd dry heat;206;22;2;12;0;0;0;15;0;30;252;384;61;0;0;0;41;4;0;0;8;1;34;3;69;1.14;13;;
;;15065;pollock atlantic raw;92;19;0;1;0;0;0;60;0;67;221;356;86;0;0;0;37;0;0;0;3;0;3;3;14;0.23;1;;
;;18221;crackers melba toast rye (incl pumpernickel);389;12;0;3;77;8;0;78;4;39;183;193;899;1;0;1;39;0;0;0;5;0;22;0;0;0;0;;
;;P059;pulli paarai;95;20;1;2;0;0;0;22;0;31.12;232;335;59;1;0;0;53;0;0;0;2;101;1387;0;0;0.4;0;;
;;23150;"beef rib eye stkrst bone-in lip-on ln 18"" fat all grds raw";166;21;4;9;0;0;0;9;2;21;152;275;64;5;0;0;21;0;0;0;5;0;3;2;2;0.15;0;;
;;18424;crackers melba toast pln wosalt;390;12;0;3;77;6;0;93;4;59;196;202;19;2;0;1;0;0;0;0;4;0;26;0;0;0;0;;
;;5625;emu flat fillet raw;102;22;0;1;0;0;0;3;5;31;229;240;150;3;0;0;32;0;0;0;7;1;12;6;0;0.22;0;;
;;13442;"beef loin tenderloin stk bnless l 0"" f all grds ckd grilled";198;31;3;8;0;0;0;15;4;20;285;390;59;5;0;0;28;0;0;0;6;1;7;5;2;0.28;0;;
;;8090;cereals corn grits white reg  quick enr dry;370;8;0;2;79;5;1;4;3;36;111;141;1;1;0;0;17;0;1;0;4;0;39;0;0;0.21;0;;
;;13943;"beef  shoulder steak  boneless  lean only  0""  choice  grill";178;29;3;6;0;0;0;12;3;26;249;372;68;8;0;0;33;0;0;0;6;1;7;3;1;0.12;0;;
;;14310;bevera malted drk mix nat w add nutr pdr prep w whl milk;86;4;2;3;11;0;8;123;1;15;107;200;72;0;0;0;4;10;0;0;4;0;6;0;281;0;0;;
;;6446;soup crm of onion cnd prep w eq volume h2o;44;1;1;2;5;0;0;14;0;2;15;49;380;0;0;0;0;1;0;0;0;0;3;0;6;0;0;;
;;17330;game meat bison ground raw;223;19;7;16;0;0;0;11;3;19;181;307;66;4;0;0;19;0;0;0;5;0;11;2;0;0.24;0;;
;;5305;ground turkey raw;148;20;2;8;0;0;0;19;1;23;200;237;58;2;0;0;22;0;0;0;7;1;7;1;20;0.09;0;;
;;4660;oil industrial palm kernel (hydrog) for whipped toppings;884;0;89;100;0;0;0;1;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;3.81;0;;
;;11126;carrots cnd reg pk solliquids;23;1;0;0;5;2;2;31;1;9;20;173;240;0;0;0;0;2;0;0;0;0;8;0;613;0.73;0;;
;;D072;snake gourd  short ;15;1;0;0;2;2;0;18;0;15.07;21;84;3;0;0;0;0;2;0;0;0;0;18;0;0;0.01;0;;
;;11294;onions swt raw;32;1;0;0;8;1;5;20;0;9;27;119;8;0;0;0;1;5;0;0;0;0;23;0;0;0.02;0;;
;;17404;lamb nz imp hind-shank ln  fat raw;186;18;5;12;1;0;0;5;1;20;168;299;76;3;0;0;4;0;0;0;4;0;0;1;7;0.4;0;;
;;12665;nuts almonds oil rstd lightly salted;607;21;4;55;18;11;5;291;4;274;466;699;143;3;1;2;4;0;0;1;4;0;27;0;0;25.97;0;;
;;9520;kiwifruit zespri sungold raw;63;1;0;0;16;1;12;17;0;12;25;315;3;0;0;0;0;161;0;0;0;0;31;0;1;1.4;0;;
;;9082;cranberry-orange relish cnd;178;0;0;0;46;0;0;11;0;4;8;38;32;0;0;0;0;18;0;0;0;0;0;0;4;0;0;;
;;14278;beverages tea grn brewed reg;1;0;0;0;0;0;0;0;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;22988;kashi pilaf 7 whl grain unprep;375;14;1;5;71;12;1;0;4;0;0;348;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;42119;babyfood banana juc wlofat yogurt;89;3;1;1;18;0;13;79;0;10;65;160;37;0;0;0;2;34;0;0;0;0;6;0;6;0.05;0;;
;;15076;salmon atlantic wild raw;;20;1;6;0;0;0;12;1;29;200;490;44;1;0;0;37;0;0;0;8;1;25;3;12;0;0;;
;;1081;milk red fat fluid 2 milkfat prot fort w added vit a  d;56;4;1;2;5;0;5;143;0;16;112;182;59;0;0;0;3;1;0;0;0;0;6;0;0;0.04;1;;
;;19916;syrups choc hershey's sugar free genuine choc flav lite syru;43;3;1;2;14;3;0;0;2;74;113;388;343;1;1;1;2;0;0;0;0;0;5;0;0;0.02;0;;
;;3840;inf formula  ab nut  sim  sp ca  adv 24 w ir  rt w ar  dh;71;2;2;3;9;0;8;141;1;9;79;101;34;1;0;0;1;29;0;0;4;0;0;0;294;2.11;3;;
;;3301;babyfood  beverage  gerber graduate fruit splashers;31;0;0;0;7;0;6;71;0;3;3;22;11;1;0;0;0;35;0;0;0;0;1;0;0;0;0;;
;;16261;silk french vanilla creamer;133;0;0;7;20;0;20;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;3982;inf formula  mead johnson  enfamil  enfagrow  soy  todd rtf;65;2;1;3;8;0;8;128;1;7;85;79;24;1;0;0;2;8;0;0;1;0;0;0;60;0.59;1;;
;;14055;beverag unilev slimfast shake  hi prot whey pdr 3-2-1 plan ;368;28;1;12;50;18;21;1039;25;473;563;752;495;17;1;269;68;104;1;1;38;2;1;8;865;51.92;10;;
;;10221;pork frsh loin tenderloin lnfat ckd brld;201;30;3;8;0;0;0;5;1;35;290;444;64;3;0;0;48;1;1;0;5;1;6;1;2;0;0;;
;;19248;candies hershey's almond joy bites;563;6;21;35;58;4;52;109;1;38;129;306;39;1;0;0;0;1;0;0;0;0;0;0;0;0;0;;
;;5191;turkey all classes breast meatskn raw;157;22;2;7;0;0;0;13;1;24;186;275;59;2;0;0;22;0;0;0;5;0;7;0;2;0;0;;
;;11447;sesbania flower raw;27;1;0;0;7;0;0;19;1;12;30;184;15;0;0;0;1;73;0;0;0;0;102;0;0;0;0;;
;;5141;duck domesticated meat only raw;135;18;2;6;1;0;0;11;2;19;203;271;74;2;0;0;14;6;0;0;5;0;25;0;24;0.7;0;;
;;8509;cereals rte usda cmdty rice crisps (includes all  brands);381;6;0;1;86;1;8;5;11;24;96;108;850;1;0;1;14;46;2;3;26;3;0;0;608;0.08;0;;
;;6559;soup tomato cnd prep weq volume h2o comm;32;1;0;0;7;1;4;8;0;7;15;275;186;0;0;0;2;6;0;0;0;0;0;0;10;0.17;0;;
;;18033;bread italian;271;9;0;4;50;3;3;78;3;27;103;110;550;1;0;0;27;0;0;0;4;0;30;0;0;0.29;0;;
;;3936;inf formula pbm produc sto bra rtf (formerly wyeth-ayerst);63;1;2;4;6;0;6;41;1;5;28;55;14;1;0;0;1;6;0;0;0;0;0;0;59;0.41;1;;
;;6955;soup crm of chick cnd cond red na;58;2;1;1;10;0;0;11;0;2;23;272;357;0;0;0;6;0;0;0;1;0;4;0;25;0.08;0;;
;;10907;pork cured ham  h2o product shank bone-in ln  fat unhtd;243;14;7;20;1;0;1;6;1;14;188;215;936;2;0;0;24;0;1;0;3;0;1;0;11;0.41;0;;
;;7915;sausage  polish  bf w chick  hot;259;18;8;19;4;0;0;12;1;14;136;237;1540;2;0;0;18;0;1;0;3;0;2;1;0;0;0;;
;;19097;sherbet orange;144;1;1;2;30;1;24;54;0;8;40;96;46;0;0;0;2;2;0;0;0;0;4;0;12;0.01;0;;
;;33870;inf formula  mead johnson  enfami enfagr  soy tod lipil pdr;470;16;6;21;56;0;56;930;10;52;620;570;171;6;0;0;13;57;0;0;5;0;0;1;430;4.28;7;;
;;3072;babyfood  dinner  chick stew  todd;78;5;1;4;6;1;2;36;1;10;51;92;25;0;0;0;6;2;0;0;1;0;1;0;52;0.22;0;;
;;28181;kellogg's pop-tarts ice crm shoppe frstd strawberry milkshak;397;4;4;11;70;3;24;208;4;7;45;48;390;0;0;0;0;0;0;0;4;0;0;0;313;0;0;;
;;42151;vegetable oil-butter sprd red cal;465;0;18;53;0;0;0;6;0;0;10;6;581;0;0;0;1;0;0;0;0;0;1;0;819;9.2;0;;
;;16147;veggie burgers or soyburgers  unprep;177;16;1;6;14;5;1;136;2;56;206;333;569;1;0;1;23;5;3;0;4;0;124;2;1;0.23;0;;
;;10223;pork frsh loin tenderloin ln ckd brld;187;30;2;6;0;0;0;5;1;36;295;451;65;3;0;0;52;1;1;0;5;1;6;1;2;0;0;;
;;9005;apples raw woskn ckd bld;53;0;0;0;14;2;11;5;0;3;8;88;1;0;0;0;0;0;0;0;0;0;1;0;2;0.05;0;;
;;28117;keebler 100 cal right bites fudge shoppe mini brownies;455;5;7;20;65;3;32;0;3;41;81;260;284;1;0;0;0;0;0;0;2;0;0;0;0;0;0;;
;;5703;turkey from whl lt meat meat  skn w added soln ckd rstd;157;27;2;6;0;0;0;14;1;30;254;250;237;2;0;0;29;0;0;0;11;1;8;2;10;0.07;0;;
;;21359;mcdonald's sausage mcmuffin w egg;274;13;6;18;17;1;2;172;2;18;171;171;572;1;0;0;0;0;0;0;3;0;0;1;0;0.5;0;;
;;18255;doughnuts  yeast-leavened  glazed  enriched (inc honey buns);421;6;9;23;48;2;23;101;2;17;117;102;316;1;0;0;16;1;0;0;3;0;40;0;5;1.43;0;;
;;P039;mullet;94;20;0;1;0;0;0;35;1;34.09;222;331;66;0;0;0;40;0;0;0;3;135;1189;0;0;0.44;0;;
;;11165;coriander (cilantro) leaves raw;23;2;0;1;4;3;1;67;2;26;48;521;46;1;0;0;1;27;0;0;1;0;62;0;337;2.5;0;;
;;23038;"bf chk shldr clod top  cntr stk ln  fat 0"" fat ch ckd grld";184;26;3;8;0;0;0;5;3;24;223;342;59;7;0;0;40;0;0;0;5;1;11;5;0;0.18;0;;
;;23342;"beef loin tenderloin steak bnless l  f 0"" fat all grds raw";147;22;2;7;0;0;0;14;2;12;212;285;44;3;0;0;20;0;0;0;5;1;3;3;3;0.18;0;;
;;18106;coffeecake fruit;311;5;2;10;52;3;0;45;2;17;118;90;385;1;0;0;17;1;0;0;3;0;19;0;7;0;0;;
;;23583;"beef tenderloin steak ln 18"" fat sel raw";148;22;2;6;0;0;0;22;2;23;209;354;55;4;0;0;31;0;0;0;6;1;13;1;0;0.31;0;;
;;12108;coconut meat dried (desiccated) not swtnd;660;7;57;65;24;16;7;26;3;90;206;543;37;2;1;3;19;2;0;0;1;0;9;0;0;0.44;0;;
;;17314;"lamb aus rib choprack rst frenched bone-in ln  ft 18"" raw";237;21;8;17;0;0;0;7;2;28;132;189;69;2;0;0;11;0;0;0;6;0;0;1;4;0.18;0;;
;;16584;gardenburger savory portabella veggie burger frz unprep;138;6;1;3;22;7;1;67;1;0;98;176;633;0;0;0;0;0;0;0;1;0;21;0;0;0;0;;
;;11032;lima bns immat seeds ckd bld drnd wosalt;123;7;0;0;24;5;2;32;2;74;130;570;17;1;0;1;2;10;0;0;1;0;26;0;15;0.14;0;;
;;11028;bamboo shoots cnd drnd sol;19;2;0;0;3;1;2;8;0;4;25;80;7;1;0;0;1;1;0;0;0;0;3;0;1;0.63;0;;
;;10170;pork cured shldr blade roll lnfat unhtd;269;16;8;22;0;0;0;7;1;13;199;295;1250;2;0;0;22;0;1;0;3;0;3;1;0;0;0;;
;;7021;dutch brand loaf chick pork  bf;273;12;9;23;4;0;1;7;0;15;119;210;786;3;0;0;18;1;0;0;3;0;11;1;33;0.26;0;;
;;28362;pepperidge farm goldfish bkd snack crackers explosive pizza;458;10;0;17;67;0;2;47;4;26;118;296;868;1;0;1;0;0;1;1;6;0;0;0;0;0;0;;
;;18015;biscuits pln or bttrmlk refr dough higher fat bkd;324;7;6;1122;49;3;8;27;3;18;446;152;1002;0;0;0;14;0;0;0;4;;10;0;0;0.67;0;;
;;21425;kfc fried chick original recipe breast meat nly skn brdng rd;149;27;1;5;0;0;0;25;1;27;255;285;499;1;0;0;33;0;0;0;9;0;0;0;5;0.33;0;;
;;17009;"lamb dom foreshank ln 14""fat choic raw";120;21;1;3;0;0;0;9;2;25;-1;237;79;6;0;0;24;0;0;0;5;0;22;2;0;0.24;0;;
;;10110;pork frsh var meatsby-products liver raw;134;21;1;4;2;0;0;9;23;18;288;273;87;6;1;0;53;25;0;3;15;1;212;26;6502;0;0;;
;;6311;campbell's redwhite chick won ton soup cond;40;2;0;1;6;0;1;0;0;0;0;56;690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;20521;pasta ckd unenr w added salt;157;6;0;1;31;2;1;7;1;18;58;44;131;1;0;0;26;0;0;0;0;0;7;0;0;0.06;0;;
;;6401;soup crm of asparagus cnd prep w eq volume h2o;35;1;0;2;4;0;0;12;0;2;16;71;402;0;0;0;0;1;0;0;0;0;9;0;15;0;0;;
;;15049;mackerel king raw;105;20;0;2;0;0;0;31;2;32;248;435;158;1;0;0;37;2;0;0;9;0;8;16;218;0;0;;
;;28170;kellogg's pop-tarts frstd orange crm toaster pastries;401;4;4;12;71;1;32;0;5;0;44;47;387;0;0;0;0;0;0;0;4;0;0;0;300;0;0;;
;;3820;child formula mead johnson portagen w iron prep from pdr;88;3;4;4;9;0;7;88;2;19;66;118;52;1;0;0;0;8;0;0;2;0;0;1;222;2;2;;
;;19198;puddings tapioca dry mix;369;0;0;0;94;0;65;4;0;2;4;5;477;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;
;;5357;chicken broiler rotisserie bbq back meat  skn;251;20;5;19;0;0;0;33;1;19;217;254;509;2;0;0;35;0;0;0;6;0;7;1;24;0.26;0;;
;;11951;peppers sweet yellow raw;27;1;0;0;6;1;0;11;0;12;24;212;2;0;0;0;0;184;0;0;1;0;26;0;10;0;0;;
;;14476;beverages lipton brisk tea black rtd lemon;35;0;0;0;9;0;9;1;0;0;26;19;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;9286;pomegranates raw;83;2;0;1;19;4;14;10;0;12;36;236;3;0;0;0;1;10;0;0;0;0;38;0;0;0.6;0;;
;;8245;cereals rte general mills oatmeal crisp hearty raisin;372;9;1;4;81;8;27;32;15;65;161;355;195;2;0;0;17;0;0;0;7;1;19;0;0;0.39;0;;
;;22932;campbell's spaghettios spaghettios a to z's;67;2;0;0;14;1;5;60;1;16;79;179;238;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;
;;23404;beef nz imp chuck eye roll ln raw;131;20;2;5;0;0;0;4;2;20;180;315;56;5;0;0;1;0;0;0;3;0;0;2;9;0.63;0;;
;;17087;lamb nz imp frz shldr whl (armbld) ln ckd brsd;285;34;7;16;0;0;0;27;2;20;215;166;56;6;0;0;5;0;0;0;6;0;0;4;0;0;0;;
;;35158;fish whitefish eggs (alaska native);104;15;0;3;5;0;0;46;6;30;306;190;160;2;0;0;93;12;0;0;1;0;53;56;91;2.68;0;;
;;D028;brinjal-19;24;1;0;0;3;4;1;16;0;18.41;30;243;3;0;0;0;0;3;0;0;1;0;34;0;17;0.07;0;;
;;15022;cusk raw;87;19;0;1;0;0;0;10;1;31;204;392;31;0;0;0;37;0;0;0;3;0;2;1;18;0;0;;
;;20036;rice brown long-grain raw;367;8;1;3;76;4;1;9;1;116;311;250;5;2;0;3;17;0;1;0;6;0;23;0;0;0.6;0;;
;;43543;milk imitation non-soy;46;2;0;2;5;0;5;82;0;1;100;150;55;0;0;0;2;0;0;0;0;0;0;0;61;0;1;;
;;10065;pork frsh loin top loin (roasts) bnless lnfat ckd rstd;192;26;3;9;0;0;0;7;1;25;223;349;46;2;0;0;35;0;1;0;7;1;0;1;1;0.11;1;;
;;36034;restaurant family style chick tenders;302;19;3;17;19;1;0;18;1;29;297;324;800;1;0;0;20;0;0;0;8;0;11;0;7;1.39;0;;
;;18014;biscuit  pln or butmlk  refri dough  higher fat;307;7;3;11;46;1;7;51;2;17;470;162;977;1;0;0;8;0;0;0;3;0;11;0;2;0.69;0;;
;;15091;sea bass mxd sp raw;97;18;1;2;0;0;0;10;0;41;194;256;68;0;0;0;37;0;0;0;2;0;5;0;46;0.84;6;;
;;18116;cake gingerbread prep from recipe;356;4;4;16;49;0;0;71;3;70;54;439;327;0;0;1;16;0;0;0;2;0;8;0;14;0;0;;
;;14192;beverages cocoa mix pdr;398;7;2;4;84;4;66;133;1;83;315;712;504;1;0;0;5;0;0;1;1;0;6;0;1;0.19;0;;
;;8671;cereals rte general mills dulce de leche cheerios;378;7;1;6;82;7;21;370;33;59;222;272;509;14;0;0;0;56;1;2;19;2;0;6;0;0;4;;
;;20545;rice white long-grain reg ckd unenr wsalt;130;3;0;0;28;0;0;10;0;12;43;35;382;0;0;0;8;0;0;0;0;0;3;0;0;0.04;0;;
;;11517;sweet potato frz ckd bkd wo salt;100;2;0;0;23;2;9;35;1;21;44;377;8;0;0;1;1;9;0;0;1;0;22;0;1043;0.77;0;;
;;D067;red gram  tender  fresh ;124;8;0;1;19;6;1;59;1;56.95;141;616;3;1;0;1;2;15;0;0;2;0;94;0;0;0.94;0;;
;;19367;toppings nuts in syrup;448;5;2;22;58;2;37;35;1;54;118;151;42;1;1;1;2;0;0;0;0;0;26;0;0;0.23;0;;
;;14541;beverage fruit punch-flavor drk pdr wo added na prep w h2o;37;0;0;0;9;0;9;17;0;1;0;1;7;0;0;0;0;12;0;0;0;0;0;0;0;0;0;;
;;23370;"beef loin top loin steak bnless lip off ln 0"" fat choic raw";149;23;3;6;0;0;0;15;2;11;205;283;46;4;0;0;21;0;0;0;7;1;4;2;2;0.24;0;;
;;43450;frozen novelties juc type juc w crm;115;1;1;1;24;0;21;141;0;9;41;120;42;0;0;0;1;21;0;0;0;0;11;0;19;0.06;0;;
;;3843;inf formula  abbo nutr  simila  isomi  w iron pdr not recon;517;13;9;28;54;0;53;540;9;39;386;555;226;4;0;0;11;46;0;0;7;0;0;2;462;5.1;8;;
;;10075;pork frsh shldr arm picnic lnfat ckd brsd;235;25;5;14;0;0;0;16;1;22;240;357;96;3;0;0;29;0;0;0;5;0;5;1;4;0.26;1;;
;;14167;beverages powerade zero mxd berry;0;0;0;0;0;0;0;0;0;0;0;10;42;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
;;16607;morningstar farms buffalo chik patties frz unprep;255;12;2;13;25;5;3;57;3;0;97;220;757;0;0;0;0;0;0;0;3;0;0;2;0;0;0;;
;;1244;milk dssrt bar frz made from lowfat milk;147;4;1;1;33;7;22;184;1;20;83;316;92;0;0;0;2;1;0;0;0;0;4;0;71;0.2;0;;
;;28312;rolls hamburger or hot dog wheatcracked wheat;269;12;1;4;47;4;7;196;3;47;154;181;463;1;0;1;27;1;1;0;5;0;31;0;27;0.4;0;;
;;28152;keebler vanilla wafers minis rainbow;466;4;6;18;72;1;31;0;0;0;41;83;400;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;
;;6984;soup swanson chick broth 99 fat free;4;1;0;0;0;0;0;4;0;1;11;30;409;0;0;0;2;0;0;0;1;0;1;0;0;0;0;;
;;5315;duck yng duckling dom wh pekin brst meatskn bnless ckd rstd;202;25;3;11;0;0;0;8;3;0;0;0;84;0;0;0;26;3;0;0;8;0;0;0;0;0;0;;
;;3158;babyfood fruit pearspnappl str;41;0;0;0;11;3;8;10;0;7;9;116;0;0;0;0;0;28;0;0;0;0;3;0;1;0.04;0;;
;;22528;turkey pot pie frz entree;176;7;3;9;18;1;0;0;1;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;36027;denny's chick strips;295;19;3;15;22;1;0;-1;1;30;273;334;798;1;0;0;17;0;0;0;8;0;0;0;14;1.22;0;;
;;8688;cereals quaker inst oatmeal cinn swirl hi fiber;366;9;1;5;76;22;15;278;9;91;306;256;473;2;0;0;0;0;1;1;12;1;0;0;0;0.43;0;;
;;43158;sweeteners tabletop saccharin (sodium saccharin);360;1;0;0;89;0;85;0;0;0;0;4;428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;15202;milkfish cooked dry heat;190;26;0;9;0;0;0;65;0;38;208;374;92;1;0;0;16;0;0;0;8;0;18;3;33;0;0;;
;;31008;campbell's v8 100 veg juc;21;1;0;0;4;1;3;16;0;0;0;193;173;0;0;0;0;30;0;0;0;0;0;0;0;0;0;;
;;20652;pasta whl grain 51 whl wheat remaining enr semolina ckd;156;6;0;1;31;5;1;11;2;41;97;71;4;1;0;1;31;0;0;0;3;0;20;0;0;0;0;;
;;6733;soup bf wvegbarley cnd cond single brand;61;4;0;1;8;0;0;0;0;0;0;0;707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;14103;alcoholic bev wine table red petite sirah;85;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;16084;mungo bns mature seeds ckd bld wosalt;105;8;0;1;18;6;2;53;2;63;156;231;7;1;0;0;3;1;0;0;2;0;94;0;2;0.15;0;;
;;10948;pork frsh ln top lin (chops) bnlss ln w added sln raw;117;21;1;3;0;0;0;7;0;23;264;537;278;1;0;0;48;0;1;0;8;0;0;0;0;0.23;0;;
;;13803;"beef brisket whl lnfat 18""fat all grds raw";251;18;8;19;0;0;0;6;2;19;177;282;69;4;0;0;16;0;0;0;3;0;6;2;0;0;0;;
;;19809;potato chips pln made wpart hydr soybn oil salted;536;7;5;35;53;5;0;24;2;67;165;1275;594;1;0;0;8;31;0;0;4;1;45;0;0;0;0;;
;;17153;game meat beefalo comp of cuts ckd rstd;188;31;3;6;0;0;0;24;3;0;250;459;82;6;0;0;13;9;0;0;5;0;18;3;0;0;0;;
;;28324;pancakes whl wheat dry mix incomplete;350;11;0;1;74;8;11;158;7;84;789;368;1632;2;0;0;19;0;0;1;8;0;26;0;0;0.27;0;;
;;17122;veal shldr arm lnfat raw;132;19;2;5;0;0;0;21;1;25;208;327;83;3;0;0;8;0;0;0;8;0;15;1;0;0.27;0;;
;;13804;"beef brisket whl lnfat 18""fat all grds ckd brsd";331;26;9;25;0;0;0;7;2;20;207;251;64;6;0;0;23;0;0;0;3;0;7;2;0;0.19;0;;
;;14059;beverages kellogg's spl k prot shake;64;3;0;2;9;2;6;113;1;39;113;168;73;1;0;0;6;20;0;0;2;0;0;1;169;4.5;1;;
;;15129;turbot european raw;95;16;1;3;0;0;0;18;0;51;129;238;150;0;0;0;37;2;0;0;2;0;8;2;11;0;0;;
;;13394;"beef rib sml end (ribs 10-12) ln 0""fat all grds ckd brld";193;29;3;8;0;0;0;19;2;25;233;376;61;5;0;0;34;0;0;0;8;1;10;2;0;0.4;0;;
;;11928;tree fern ckd wsalt;40;0;0;0;11;4;0;8;0;5;4;5;241;0;0;1;1;30;0;0;4;0;15;0;10;0;0;;
;;15057;ocean perch atlantic raw;79;15;0;2;0;0;0;28;0;23;248;187;287;0;0;0;29;0;0;0;1;0;9;2;12;0.76;1;;
;;19296;honey;304;0;0;0;82;0;82;6;0;2;4;52;4;0;0;0;1;1;0;0;0;0;2;0;0;0;0;;
;;15198;ling cooked dry heat;111;24;0;1;0;0;0;44;1;81;254;486;173;1;0;0;47;0;0;0;3;0;8;1;35;0;0;;
;;13820;"beef chuck blade rst lnfat 18""fat sel ckd brsd";318;27;9;22;0;0;0;13;3;20;206;237;66;9;0;0;25;0;0;0;2;0;5;2;0;0;0;;
;;18253;doughnuts french crullers glazed;412;3;5;18;60;1;35;26;2;12;123;78;345;0;0;0;2;0;0;0;2;0;8;0;2;0.16;0;;
;;16164;mori-nu tofu silken lite firm;37;6;0;1;1;0;0;36;1;10;81;63;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;6168;sauce rts pepper or hot;11;1;0;0;2;0;1;8;0;5;11;144;2643;0;0;0;0;75;0;0;0;0;6;0;8;0.12;0;;
;;11870;squash wntr spaghetti ckd bld drnd or bkd wsalt;27;1;0;0;6;1;3;21;0;11;0;117;254;0;0;0;0;4;0;0;1;0;8;0;6;0.12;0;;
;;3827;inf formula  me john  enfa  lacf lip  wiro  pow  war an dh;521;11;12;28;56;0;55;430;9;42;290;570;156;5;0;0;15;62;0;1;5;0;0;2;470;4.7;8;;
;;15164;mussel blue raw;86;12;0;2;4;0;0;26;4;34;197;320;286;2;0;3;45;8;0;0;2;0;42;12;48;0.55;0;;
;;18076;bread  whole-wheat  commer prep  toasted;306;16;1;4;51;8;6;130;3;99;303;326;565;2;1;3;53;0;0;0;6;0;52;0;0;0.63;0;;
;;4601;butter lt stk wsalt;499;3;34;55;0;0;0;48;1;5;34;71;450;0;0;0;1;0;0;0;0;0;1;0;465;1.58;0;;
;;6219;campbell's 98 fat free crm of chick soup cond;55;2;1;2;7;0;1;11;0;6;23;33;575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;18244;danish pastry cinn enr;403;7;6;22;45;1;20;71;2;19;107;125;414;1;0;0;17;0;0;0;3;0;33;0;6;0.39;0;;
;;11978;peppers ancho dried;281;12;1;8;51;22;0;61;11;113;201;2411;43;1;1;1;3;2;0;2;6;4;69;0;1022;0;0;;
;;11115;cabbage savoy ckd bld drnd wosalt;24;2;0;0;5;3;0;30;0;24;33;184;24;0;0;0;1;17;0;0;0;0;46;0;44;0;0;;
;;21006;fast foods biscuit w egg  steak;277;12;6;19;14;0;0;93;4;17;152;207;600;2;0;0;21;0;0;0;2;0;19;1;139;0;0;;
;;16426;tofu raw firm prep wca sulfate;144;17;1;9;3;2;0;683;3;58;190;237;14;2;0;1;17;0;0;0;0;0;29;0;0;0;0;;
