;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;nutrition;;;;;;;vitamins & minerals;;;;;;;;;;;;;;;;;;;;;
;;NDB_No;Descrip;Energy_kcal;Protein_g;Saturated_fats_g;Fat_g;Carb_g;Fiber_g;Sugar_g;Calcium_mg;Iron_mg;Magnesium_mg;Phosphorus_mg;Potassium_mg;Sodium_mg;Zinc_mg;Copper_mcg;Manganese_mg;Selenium_mcg;VitC_mg;Thiamin_mg;Riboflavin_mg;Niacin_mg;VitB6_mg;Folate_mcg;VitB12_mcg;VitA_mcg;VitE_mg;VitD2_mcg;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;43326;pork cured ham lo na ln  fat ckd;172;22;3;8;0;0;0;8;1;21;265;386;969;3;0;0;20;0;1;0;6;0;3;1;0;0.28;1;;
;;11200;yardlong bean ckd bld drnd wosalt;47;3;0;0;9;0;0;44;1;42;57;290;4;0;0;0;2;16;0;0;1;0;45;0;23;0;0;;
;;28000;kellogg's eggo mini muffin tops choc chip;300;5;4;11;45;1;19;217;4;18;351;84;582;1;0;0;0;0;0;0;4;0;0;1;326;0;0;;
;;7027;ham chopped not canned;180;17;3;10;4;0;0;7;1;16;155;319;1039;2;0;0;17;0;1;0;4;0;1;1;0;0.23;1;;
;;18642;general mills betty crocker supermoist yel cake mix dry;413;38;2;8;81;0;44;161;0;0;0;0;672;0;0;0;0;;0;0;0;0;0;0;0;0;0;;
;;11344;pigeonpeas immat seeds raw;136;7;0;2;24;5;3;42;2;68;127;552;5;1;0;1;2;39;0;0;2;0;173;0;3;0.39;0;;
;;21119;fast foods hotdog wchili;260;12;4;12;27;0;0;17;3;9;168;146;421;1;0;0;11;2;0;0;3;0;44;0;3;0;0;;
;;1300;ice crm bar covered w choc  nuts;303;6;16;26;12;1;11;90;1;37;146;304;56;1;0;0;3;0;0;0;1;0;14;0;61;0.54;0;;
;;20136;pasta whl grain 51 whl wheat remaining unenr semolina ckd;159;6;0;2;32;5;1;12;2;45;110;77;6;1;0;1;34;0;0;0;3;0;20;0;0;0.1;0;;
;;43134;vegetarian fillets;290;23;3;18;9;6;1;95;2;23;450;600;490;1;1;0;1;0;1;1;12;2;102;4;0;3.45;0;;
;;21424;kfc fried chick original recipe skn  breading;384;14;6;28;19;0;0;117;1;25;252;244;1042;1;0;0;17;0;0;0;5;0;0;0;20;1.2;0;;
;;13827;"beef rib whl (ribs 6-12) lnfat 18""fat choic raw";322;16;12;28;0;0;0;9;2;16;154;267;54;4;0;0;16;0;0;0;3;0;5;3;0;0;0;;
;;27022;campbell's soup on the go hr chick w mini noodles soup;20;1;0;1;3;1;1;7;0;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;11080;beets raw;43;2;0;0;10;3;7;16;1;23;40;325;78;0;0;0;1;5;0;0;0;0;109;0;2;0.04;0;;
;;23200;"beef rib eye rst bnles lip-on ln  fat 18"" fat sel ckd rstd";277;25;8;20;0;0;0;11;2;22;160;295;54;6;0;0;31;0;0;0;5;0;6;2;8;0.08;0;;
;;15016;cod atlantic ckd dry heat;105;23;0;1;0;0;0;14;0;42;138;244;78;1;0;0;38;1;0;0;3;0;8;1;14;0.81;1;;
;;11780;cowpeas leafy tips ckd bld drnd wsalt;22;5;0;0;3;0;0;69;1;62;42;351;242;0;0;0;1;18;0;0;1;0;60;0;29;0;0;;
;;15112;tilefish raw;96;18;0;2;0;0;0;26;0;28;187;433;53;0;0;0;37;0;0;0;3;0;15;2;18;0;0;;
;;16136;winged bns mature seeds ckd bld wo salt;147;11;1;6;15;0;0;142;4;54;153;280;13;1;1;1;3;0;0;0;1;0;10;0;0;0;0;;
;;11657;potatoes mshd home-prepared whl milk added;83;2;0;1;18;2;1;24;0;18;46;296;302;0;0;0;1;6;0;0;1;0;8;0;7;0.02;0;;
;;9002;acerola juice raw;23;0;0;0;5;0;5;10;1;12;9;97;3;0;0;0;0;1600;0;0;0;0;14;0;25;0.18;0;;
;;13957;"beef bttm sirloin tri-tip rst ln  fat 0"" fat sel ckd rstd";201;26;4;10;0;0;0;21;2;23;212;338;56;5;0;0;29;0;0;0;7;1;8;1;0;0.39;0;;
;;18635;pillsbury cinn rolls w icing refr dough;330;4;3;11;53;1;21;28;2;0;0;0;780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;A017;varagu;332;9;0;3;66;6;1;15;2;122;101;94;3;2;0;0;14;0;0;0;1;0;39;0;0;0.07;0;;
;;21124;fast foods submarine sndwch cold cut brd w lettuce  tomato;213;11;4;10;20;1;3;171;2;20;112;282;575;1;0;0;20;8;0;0;4;0;9;0;22;0.41;0;;
;;11618;eppaw raw;150;5;0;2;32;0;0;110;1;32;165;340;12;1;0;1;1;13;0;0;0;0;24;0;0;0;0;;
;;10115;pork frsh var meatsby-products pancreas raw;199;19;5;13;0;0;0;11;2;17;234;197;44;3;0;0;41;15;0;0;3;0;3;16;0;0;0;;
;;10084;pork frsh shldr (boston butt) blade (steaks) ln raw;132;19;2;6;0;0;0;14;1;22;202;339;65;3;0;0;28;0;1;0;4;1;0;1;0;0.24;1;;
;;8268;cereals rte general mills frankenberry;386;6;1;4;85;4;27;303;14;24;182;163;458;11;0;0;20;18;1;1;15;2;19;5;420;0.77;3;;
;;13934;"beef top sirloin steak ln  fat 18"" fat sel raw";189;21;4;11;0;0;0;24;2;21;194;321;53;4;0;0;24;0;0;0;6;1;11;1;0;0.35;0;;
;;16166;soymilk choc unfortified;63;2;0;2;10;0;8;25;0;15;51;143;53;0;0;0;5;2;0;0;1;0;11;1;0;0.01;0;;
;;3937;inf form pbm prod store brand lc not rec (form wyeth-ayerst);130;3;3;7;14;0;14;83;2;9;55;109;29;1;0;0;3;11;0;0;1;0;0;0;118;0.83;2;;
;;23137;"beef chk eye cntry-style ribs bnl ln  fat 0"" fat all gr raw";205;19;6;14;0;0;0;14;2;16;175;291;77;7;0;0;19;0;0;0;4;0;3;3;4;0.16;0;;
;;18283;muffins oat bran;270;7;1;7;48;5;8;63;4;157;376;507;393;2;0;3;11;0;0;0;0;0;18;0;0;0.66;0;;
;;6149;soup chick mushroom cnd cond;100;2;1;484;12;3;1;23;1;7;22;56;669;1;0;0;3;0;0;0;1;0;2;0;;0.64;0;;
;;4031;shortening household partially hydrog soybn -cottonseed;884;0;25;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.13;0;;
;;1128;egg whl ckd fried;196;14;4;15;1;0;0;62;2;13;215;152;207;1;0;0;33;0;0;0;0;0;51;1;219;1.31;2;;
;;18077;bread whole-wheat prep from recipe;278;8;1;5;51;6;4;33;3;81;187;314;346;2;0;2;39;0;0;0;4;0;47;0;0;0.76;0;;
;;9128;grapefruit juc white raw;39;1;0;0;9;0;9;9;0;12;15;162;1;0;0;0;0;38;0;0;0;0;10;0;1;0.22;0;;
;;13353;beef cured luncheon meat jellied;111;19;1;3;0;0;0;10;3;18;139;402;1322;4;0;0;16;0;0;0;5;0;7;5;0;0;0;;
;;16034;beans kidney red mature seeds cnd sol  liquids;81;5;0;0;15;4;2;29;1;30;106;260;256;1;0;0;1;1;0;0;0;0;23;0;0;0.02;0;;
;;G017;onion  big ;48;2;0;0;10;2;6;21;0;17.96;32;171;6;0;0;0;0;7;0;0;0;0;29;0;0;0.05;0;;
;;18289;pancakes pln dry mix complete (incl bttrmlk);368;10;1;3;74;3;16;344;4;28;600;191;1082;1;0;1;22;0;0;0;4;0;0;0;0;0;0;;
;;11599;winged bean tuber raw;148;12;0;1;28;0;0;30;2;24;45;586;35;1;1;1;1;0;0;0;2;0;19;0;0;0;0;;
;;2065;spearmint fresh;44;3;0;1;8;7;0;199;12;63;60;458;30;1;0;1;0;13;0;0;1;0;105;0;203;0;0;;
;;16258;silk key lime soy yogurt;88;2;0;1;18;1;12;176;1;0;0;0;15;0;0;0;0;18;0;0;0;0;0;0;0;0;0;;
;;19001;candies toblerone milk choc w honey  almond nougat;525;6;17;29;61;3;56;126;2;47;145;260;54;2;0;0;4;0;0;0;0;0;9;0;37;1.77;0;;
;;11765;chard swiss ckd bld drnd wsalt;20;2;0;0;4;2;1;58;2;86;33;549;415;0;0;0;1;18;0;0;0;0;9;0;306;1.89;0;;
;;10115;pork frsh var meatsby-products pancreas raw;199;19;5;13;0;0;0;11;2;17;234;197;44;3;0;0;41;15;0;0;3;0;3;16;0;0;0;;
;;5698;turkey skn from whl (light  dark) w added soln raw;381;12;10;37;0;0;0;13;1;9;99;107;138;1;0;0;10;0;0;0;3;0;4;1;85;0.09;1;;
;;14239;alcoholic bev malt beer hard lemonade;68;0;0;0;10;0;10;4;0;4;7;27;5;0;0;0;0;3;0;0;0;0;4;0;0;0.02;0;;
;;8049;cereals rte quaker quaker oat life pln;374;10;1;4;78;7;19;351;29;98;423;283;501;14;0;2;23;0;1;1;17;2;19;0;2;0.61;0;;
;;16019;beans cranberry (roman) mature seeds raw;335;23;0;1;60;25;0;127;5;156;372;1332;6;4;1;1;13;0;1;0;1;0;604;0;0;0;0;;
;;17078;lamb nz imp loin chop ln raw;142;20;3;7;0;0;0;18;2;23;189;327;77;3;0;0;6;0;0;0;5;0;0;2;5;0.22;0;;
;;1208;cheese provolone red fat;274;25;11;18;4;0;1;756;1;28;496;138;615;3;0;0;15;0;0;0;0;0;10;1;141;0.15;0;;
;;17112;veal rib lnfat ckd rstd;228;24;5;14;0;0;0;11;1;22;197;295;92;4;0;0;11;0;0;0;7;0;13;1;0;0.35;0;;
;;18345;rolls dinner oat bran;236;10;1;5;40;4;7;85;4;33;115;121;413;1;0;1;29;0;0;0;5;0;31;0;0;0.48;0;;
;;36623;restaurant chinese chick chow mein;85;7;0;3;8;1;2;21;1;11;54;124;311;0;0;0;6;2;0;0;1;0;0;0;19;0.43;0;;
;;11695;tomatoes orange raw;16;1;0;0;3;1;0;5;0;8;29;212;42;0;0;0;0;16;0;0;1;0;29;0;75;0;0;;
;;23007;"beef shrt loin t-bone steak lnfat 18""fat sel raw";215;20;6;14;0;0;0;23;2;10;188;246;52;3;0;0;19;0;0;0;5;1;3;2;4;0.2;0;;
;;5019;chicken broilers or fryers skn only ckd stwd;363;15;9;33;0;0;0;12;1;13;99;117;56;1;0;0;14;0;0;0;4;0;2;0;0;0;0;;
;;P049;parava;112;22;1;3;0;0;0;29;4;32.52;194;363;84;1;0;0;12;0;0;0;1;153;796;0;0;0.3;0;;
;;11476;squash smmr scallop ckd bld drnd wosalt;16;1;0;0;3;2;2;15;0;19;28;140;1;0;0;0;0;11;0;0;0;0;21;0;4;0.12;0;;
;;18108;coffeecake cinn wcrumb topping dry mix prep;318;6;2;10;53;1;30;136;1;18;215;112;421;0;0;0;17;0;0;0;2;0;12;0;35;0.2;1;;
;;8538;cereals rte kashi heart to heart oat flakes  bluebry clstrs;376;10;1;4;80;7;23;43;3;2;279;213;244;2;0;0;25;55;0;0;2;4;43;11;114;36.5;0;;
;;13922;"beef tenderloin rst ln  fat 18"" fat choic ckd rstd";331;24;10;25;0;0;0;9;3;26;236;407;65;4;0;0;23;0;0;0;4;0;8;3;0;0;0;;
;;18562;archway home style cookies  reduced fat ginger snaps;424;5;3;11;76;1;36;62;13;0;0;309;406;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;
;;11334;peppers swt grn ckd bld drnd wosalt;28;1;0;0;7;1;3;9;0;10;18;166;2;0;0;0;0;74;0;0;0;0;16;0;23;0.5;0;;
;;21337;mcdonald's pnuts (for sundaes);640;28;8;53;16;0;4;46;1;193;364;634;0;3;0;2;0;0;0;0;17;1;159;0;0;8.24;0;;
;;16103;refried bns cnd traditional style (includes usda commodity);90;5;1;2;14;4;1;29;1;35;92;319;370;1;0;0;6;6;0;0;0;0;11;0;0;0.09;0;;
;;21235;mcdonald's quarter pounder w chs;258;15;6;14;20;1;5;144;2;22;161;219;579;3;0;0;0;1;0;0;4;0;0;1;0;0;0;;
;;13880;"beef rnd eye of rnd rst ln  fat 18"" fat choic ckd rstd";212;28;4;10;0;0;0;6;2;18;171;227;37;5;0;0;30;0;0;0;5;0;9;2;0;0.41;0;;
;;10028;pork frsh loin blade (chops or roasts) bone-in lnfat raw;194;20;4;12;0;0;0;35;1;17;207;288;69;3;0;0;29;0;0;0;7;0;0;1;6;0.21;1;;
;;4635;salad drsng 1000 island drsng fat-free;132;1;0;1;29;3;17;11;0;4;1;122;788;0;0;0;2;0;0;0;0;0;12;0;1;0.75;0;;
;;22953;egg rolls pork refr htd;222;10;2;7;30;2;5;34;2;20;91;212;407;1;0;0;23;29;0;0;2;0;46;0;390;0.27;0;;
;;9097;fruit cocktail cnd juc pk solliquids;46;0;0;0;12;1;11;8;0;7;14;95;4;0;0;0;1;3;0;0;0;0;3;0;15;0.4;0;;
;;28061;keebler chips deluxe rainbow choc chip cookies bite size;505;5;10;24;69;2;35;0;3;18;40;110;311;0;0;0;0;0;0;0;2;0;0;0;0;0.45;0;;
;;11736;beet grns ckd bld drnd wsalt;27;3;0;0;5;3;1;114;2;68;41;909;477;1;0;1;1;25;0;0;0;0;14;0;383;1.81;0;;
;;11593;waxgourd (chinese preserving melon) raw;13;0;0;0;3;3;0;19;0;10;19;6;111;1;0;0;0;13;0;0;0;0;5;0;0;0;0;;
;;6448;soup oyster stew cnd prep w eq volume h2o;24;1;1;2;2;0;0;9;0;2;20;20;407;4;1;0;0;1;0;0;0;0;1;1;8;0;0;;
;;6209;campbell's 98 fat free crm of broccoli soup cond;56;2;0;2;8;2;1;16;0;0;0;0;565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;18227;crackers rye wafers seasoned;381;9;1;9;74;21;0;44;3;106;307;454;887;3;0;2;33;0;0;0;2;0;52;0;0;0;0;;
;;20090;rice flour brown;363;7;1;3;76;5;1;11;2;112;337;289;8;2;0;4;0;0;0;0;6;1;16;0;0;0.6;0;;
;;18935;waffle pln frz rth microwave;298;7;2;10;45;2;5;197;6;25;410;148;682;0;0;0;13;0;1;1;8;1;11;2;0;0.95;0;;
;;15206;pout ocean ckd dry heat;102;21;0;1;0;0;0;13;0;17;256;513;78;1;0;0;47;0;0;0;3;0;8;1;14;0;0;;
;;23619;"beef rnd bttm rnd rst ln 18"" fat choic ckd rstd";179;28;2;7;0;0;0;6;2;19;174;225;36;5;0;0;31;0;0;0;5;0;9;2;0;0.37;0;;
;;10851;hormel cure 81 ham;106;18;1;4;0;0;0;4;1;20;0;319;1038;2;0;0;0;2;0;0;0;0;0;0;0;0;0;;
;;6734;soup chick wstar-shaped pasta cnd cond single brand;50;2;0;1;7;0;0;0;0;0;0;0;732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;18242;croutons plain;407;12;2;7;74;5;0;76;4;31;115;124;698;1;0;1;38;0;1;0;5;0;22;0;0;0;0;;
;;10901;pork cured ham w nat juices spirl slce bnles ln  fat unhtd;129;19;2;6;1;0;1;4;1;19;276;310;881;2;0;0;37;0;0;0;6;0;1;0;12;0.2;1;;
;;18630;pillsbury choc chip cookies refr dough;450;4;9;21;61;2;38;14;2;0;0;0;326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;8082;cereals rte general mills wheat chex;345;10;4;2;82;12;10;;31;85;319;369;570;11;0;4;5;13;1;1;11;1;19;3;317;0.68;2;;
;;23406;beef nz imp cube roll ln ckd fast rstd;239;30;5;13;0;0;0;5;2;23;209;361;52;5;0;0;7;0;0;0;4;0;0;1;12;0.4;0;;
;;8318;cereals rte kellogg kellogg's smart start antioxidants crl;371;8;0;2;87;5;28;29;36;29;131;182;398;30;0;0;29;30;3;3;40;4;19;12;688;27;2;;
;;5739;turkey drumstk from whl bird meat only rstd;139;30;1;2;0;0;0;9;1;32;230;249;99;2;0;0;30;0;0;0;12;1;10;2;3;0.06;0;;
;;28256;austin pnut butter on chs crackers sandwich-type;492;11;4;25;59;3;9;50;4;12;183;68;843;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;
;;16505;loma linda swiss stake w gravy cnd unprep;138;10;1;6;10;3;1;35;2;0;140;226;471;1;0;0;0;0;1;1;15;1;0;7;0;0;0;;
;;16219;vitasoy usa vitasoy lt vanilla soymilk;30;2;0;1;4;0;3;123;0;10;0;82;49;0;0;0;0;0;0;0;0;0;10;0;0;0;1;;
;;35066;fish salmon king chinook smoked  cnd (alaska native);150;23;0;6;0;0;0;60;2;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;;
;;18352;rolls hamburger or hotdog red-cal;196;8;0;2;42;6;5;59;3;20;84;78;410;1;0;0;24;0;0;0;5;0;25;0;0;0.07;0;;
;;23569;beef ground 85 ln meat  15 fat patty ckd pan-broiled;232;25;5;14;0;0;0;20;3;22;211;349;79;6;0;0;20;0;0;0;6;0;8;3;3;0.13;0;;
;;35167;fish salmon red (sockeye) kippered (alaska native);141;25;1;5;0;0;0;54;0;31;280;400;460;1;0;0;34;0;0;0;9;0;6;5;15;0.44;2;;
;;23630;"beef shrt loin top loin steak ln 18"" fat choic ckd brld";201;29;3;8;0;0;0;16;2;25;226;362;60;5;0;0;33;0;0;0;9;1;10;2;0;0.41;0;;
;;11196;cowpeas (blackeyes) immtre seeds frz ckd bld drnd wosalt;132;8;0;1;24;6;4;23;2;50;122;375;5;1;0;1;3;3;0;0;1;0;141;0;4;0.3;0;;
;;23185;"beef rib back ribs bone-in ln 0"" fat sel raw";221;20;6;16;0;0;0;9;2;20;138;264;59;5;0;0;19;0;0;0;5;0;3;2;3;0;0;;
;;17028;"lamb dom loin ln 14""fat choic ckd rstd";202;27;4;10;0;0;0;17;2;27;206;267;66;4;0;0;30;0;0;0;7;0;25;2;0;0.16;0;;
;;20027;cornstarch;381;0;0;0;91;1;0;2;0;3;13;3;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;;
;;44048;cheese food imitation;257;4;8;20;16;0;8;649;1;10;596;126;1297;0;0;0;3;0;0;0;0;0;8;1;45;2.15;0;;
;;8017;cereals rte general mills cookie crisp;380;5;1;4;85;5;35;385;17;31;154;231;457;14;0;0;7;23;1;2;19;2;19;6;546;0.57;4;;
;;11473;squash smmr crookneckstraightneck frz unprep;20;1;0;0;5;1;0;18;0;23;35;209;5;0;0;0;0;6;0;0;0;0;12;0;14;0;0;;
;;5038;chicken broilers or fryers dk meat meatskn ckd stwd;233;24;4;15;0;0;0;14;1;18;133;166;70;2;0;0;18;0;0;0;5;0;6;0;56;0;0;;
;;22962;lean pockets ham n cheddar;230;10;2;7;33;2;8;196;2;21;197;203;423;1;0;0;12;0;0;0;3;0;11;0;0;0.29;0;;
;;11596;winged bns immat seeds ckd bld drnd wosalt;38;5;0;1;3;0;0;61;1;30;25;274;4;0;0;0;1;10;0;0;1;0;35;0;4;0;0;;
;;18322;pie mince prep from recipe;289;3;3;11;48;3;28;22;1;14;42;203;254;0;0;0;7;6;0;0;1;0;5;0;1;0.15;0;;
;;11400;potatoes frz whl unprep;78;2;0;0;17;1;1;8;1;13;32;346;25;0;0;0;0;14;0;0;2;0;13;0;0;0.01;0;;
;;21457;popeyes fried chick mild drumstk meat  skn w breading;293;20;7;19;10;0;0;20;1;22;171;261;588;2;0;0;28;0;0;0;5;0;0;1;0;0;0;;
;;9284;plums cnd purple hvy syrup pk solliquids;89;0;0;0;23;1;22;9;1;5;13;91;19;0;0;0;0;0;0;0;0;0;3;0;13;0.18;0;;
;;B016;moth bean;309;20;0;2;52;15;1;154;8;205;362;1356;26;2;1;1;19;0;0;0;2;0;349;0;1;0.79;0;;
;;11655;carrot juice canned;40;1;0;0;9;1;4;24;0;14;42;292;66;0;0;0;1;9;0;0;0;0;4;0;956;1.16;0;;
;;11976;pepper banana raw;27;2;0;0;5;3;2;14;0;17;32;256;13;0;0;0;0;83;0;0;1;0;29;0;17;0.69;0;;
;;6398;campbell's chunky soups firehouse - hot spicy bf bean chili;95;6;1;3;10;2;3;16;1;0;0;0;355;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
;;11853;soybeans grn ckd bld drnd wsalt;141;12;1;6;11;4;0;145;3;60;158;539;250;1;0;1;1;17;0;0;1;0;111;0;8;0;0;;
;;H004;arecanut  fresh ;245;3;3;6;45;8;5;34;1;47.6;90;329;6;1;1;1;0;0;0;0;1;0;27;0;0;0.06;0;;
;;10003;pork frsh comp of leg loin shldr  spareribs ln  fat raw;211;18;5;15;0;0;0;11;1;21;195;319;57;2;0;0;29;0;1;0;5;1;3;1;1;0.12;1;;
;;23307;beef aus imp grss-fd ribeye stkrst lip-on bnless ln raw;160;21;4;8;0;0;0;5;2;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;15014;cisco smoked;177;16;2;12;0;0;0;26;0;17;150;293;481;0;0;0;18;0;0;0;2;0;2;4;283;0.22;13;;
;;15156;abalone mxd sp ckd fried;189;20;2;7;11;0;0;37;4;56;217;284;591;1;0;0;52;2;0;0;2;0;5;1;2;0;0;;
;;28312;rolls hamburger or hot dog wheatcracked wheat;269;12;1;4;47;4;7;196;3;47;154;181;463;1;0;1;27;1;1;0;5;0;31;0;27;0.4;0;;
;;32017;pasta mix italian four chs lasagna unprep;355;13;1;3;70;3;7;55;3;42;162;271;2093;1;0;1;37;0;1;1;6;0;0;1;38;0.54;0;;
;;17138;veal sirloin ln ckd brsd;204;34;2;7;0;0;0;19;1;29;259;339;81;5;0;0;15;0;0;0;7;0;16;2;0;0.44;0;;
;;11411;potatoes french fr stk fries salt added in proc frz as prch;133;2;1;3;24;2;0;9;1;21;78;400;317;0;0;0;0;18;0;0;2;0;38;0;0;0.08;0;;
;;21010;fast foods biscuit w crispy chick fillet;300;12;6;15;31;1;3;44;2;18;355;206;868;0;0;0;10;1;0;0;5;0;27;0;10;1.82;0;;
;;8487;cereals rte malt-o-meal blueberry muffin tops crl;443;5;2;11;80;5;35;338;34;38;176;179;462;15;0;0;0;25;2;2;20;2;19;5;500;0.97;3;;
;;36020;tgi friday's chick fingers;325;19;4;20;17;1;0;26;1;29;350;308;787;1;0;0;29;0;0;0;8;0;0;0;2;1.69;0;;
;;15264;salmon sockeye cnd drnd sol wo skn  bones;158;26;1;6;0;0;0;37;0;24;236;312;386;1;0;0;35;0;0;0;8;0;4;6;56;2.09;22;;
;;10040;pork frsh loin cntr loin (chops) bone-in ln raw;127;22;1;4;0;0;0;18;1;26;220;362;58;2;0;0;36;0;1;0;7;1;0;1;0;0.13;0;;
;;17457;"lamb aus frsh leg trotter off bone-in ln  fat 18"" fat rstd";226;30;5;12;0;0;0;4;2;24;203;291;77;4;0;0;8;0;0;1;7;0;0;3;2;0.28;0;;
;;35198;prickly pears raw (northern plains indians);42;0;0;0;10;5;1;180;0;69;11;130;4;0;0;1;0;11;0;0;0;0;0;0;0;0;0;;
;;18092;cake pudding-type carrot dry mix;415;5;1;10;79;0;0;172;2;8;247;169;567;0;0;1;15;1;0;0;2;0;14;0;97;0;0;;
;;21260;taco bell original taco w bf chs  lettuce;229;9;4;13;20;4;1;89;1;32;178;209;397;2;0;0;9;0;0;0;2;0;17;1;4;0.6;0;;
;;18042;bread pita whole-wheat;262;10;0;2;56;6;3;15;3;69;180;170;527;2;0;2;44;0;0;0;3;0;35;0;0;0.61;0;;
;;10974;pork ground 72 ln  28 fat ckd crumbles;393;23;11;33;1;0;0;20;1;19;192;280;94;3;0;0;38;0;0;0;8;1;2;1;0;0.35;1;;
;;14201;beverages coffee brewed prep w tap h2o decaffeinated;0;0;0;0;0;0;0;2;0;5;1;54;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;17152;game meat beefalo comp of cuts raw;143;23;2;5;0;0;0;18;2;0;224;436;78;5;0;0;10;7;0;0;5;0;15;2;0;0;0;;
;;3059;babyfood dinner vegbacon str;69;2;1;3;9;2;2;14;0;10;28;116;49;0;0;0;2;0;0;0;0;0;3;0;114;0.51;0;;
;;23385;"beef loin top loin steak bnless lip-on ln 18"" fat choic raw";149;23;3;6;0;0;0;15;2;11;205;283;46;4;0;0;21;0;0;0;7;1;4;2;2;0.24;0;;
;;10201;pork frsh loin cntr rib (chops) bnless ln ckd brld;216;29;4;10;0;0;0;31;1;28;245;420;65;2;0;0;47;0;1;0;5;0;9;1;2;0;0;;
;;14233;beverages  ocean spray  cran raspberry juice drink;49;0;0;0;12;1;11;2;0;1;1;18;14;0;0;0;0;27;0;0;0;0;4;0;1;0;0;;
;;13796;"beef comp of rtl cuts lnfat 18""fat all grds ckd";259;26;7;17;0;0;0;13;2;20;180;271;50;5;0;0;28;0;0;0;5;0;7;2;3;0.31;0;;
;;28014;kellogg's eggo waffles french toast;305;6;4;12;43;1;12;222;8;15;290;76;537;0;0;0;0;0;1;0;4;0;0;2;667;0;0;;
;;3073;babyfood dinner veg chick str;59;2;0;2;8;2;2;27;1;14;47;158;24;0;0;0;3;0;0;0;1;0;5;0;207;0.32;0;;
;;10163;pork frsh loin cntr loin (chops) bnless ln ckd pan-broiled;162;30;2;5;0;0;0;6;1;27;242;407;91;2;0;0;54;0;1;0;9;0;0;1;2;0.2;1;;
;;8206;cereals rte malt-o-meal coco-roos;389;3;3;5;87;3;48;333;30;27;72;201;350;13;0;0;5;20;1;1;17;2;19;5;481;0.02;3;;
;;33877;inf formula mead johnson enfamil premium infant pdr;510;11;11;27;57;0;57;390;9;41;220;550;138;5;0;0;14;62;0;1;5;0;0;2;458;6.9;8;;
;;E064;tamarind  pulp ;288;3;0;0;67;5;53;149;9;82.73;113;836;25;1;1;1;2;4;0;0;2;0;10;0;0;0.1;0;;
;;19813;pretzels hard pln made wunenr flr unsalted;381;9;1;4;79;3;0;36;2;35;113;146;289;1;0;2;6;0;0;0;2;0;83;0;0;0;0;;
;;21515;morningstar farms pizza baja black bean single serve frz unp;235;11;3;7;37;5;3;121;2;0;84;187;261;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;
;;13797;"beef comp of rtl cuts lnfat 18""fat choic raw";222;20;6;15;0;0;0;17;2;19;171;276;50;4;0;0;23;0;0;0;6;1;8;2;2;0.29;0;;
;;14025;alcoholic bev whiskey sour prep w h2o whiskey  pdr mix;164;0;0;0;16;0;16;46;0;3;4;4;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;17150;game meat beaver raw;146;24;0;5;0;0;0;15;7;25;237;348;51;0;0;0;27;2;0;0;2;0;0;0;0;0;0;;
;;21156;fast foods submarine sndwch ham on wht brd w lttc  tmt;151;9;1;3;23;1;4;169;2;20;116;367;396;1;0;0;17;1;0;0;4;0;17;0;2;0.29;0;;
;;33873;inf formu mead johns enfamil nutramig aa lipil pdr not recon;500;14;11;26;51;0;51;470;9;55;260;550;230;5;0;0;14;60;0;0;5;0;0;1;451;4.46;6;;
;;18985;austin chocolatey pnut butter crackers sandwich-type;479;8;4;21;66;2;17;0;3;11;116;65;584;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;
;;10910;pork cured ham -- h2o added slice bone-in ln  fat unhtd;164;16;4;11;1;0;1;8;1;16;220;213;1011;2;0;0;32;0;0;0;4;0;1;0;9;0.29;0;;
;;8173;cereals farina enr ckd w h2o w salt;53;2;0;0;11;1;1;97;5;7;37;23;126;0;0;0;3;0;0;0;1;0;17;0;0;0.04;0;;
;;11060;beans snap grn frz all styles unprep;39;2;0;0;8;3;2;42;1;22;32;186;3;0;0;0;1;13;0;0;0;0;15;0;27;0.42;0;;
;;11757;carrots ckd bld drnd wsalt;35;1;0;0;8;3;3;30;0;10;30;235;302;0;0;0;1;4;0;0;1;0;2;0;852;1.03;0;;
